OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerName,LastName,FirstName,ShipperName
200,WB209,18,2024-11-20 09:45:02,2024-12-04 09:45:02,2024-11-21 09:45:02,1,137.97,维涛传媒有限公司云计算,内蒙古自治区上海市海陵武汉路o座 271535,秀华县,宁夏回族自治区,490120,中国,维涛传媒有限公司云计算,薛,洋,顺丰速运
201,MA264,7,2026-01-04 14:09:37,2026-01-15 14:09:37,2026-01-08 14:09:37,3,300.01,时刻网络有限公司信息技术,辽宁省长春县高港大冶街E座 299146,梅县,山西省,257161,中国,时刻网络有限公司信息技术,张,刚,中通快递
202,QU287,14,2025-05-30 12:59:51,2025-06-08 12:59:51,2025-06-01 12:59:51,10,283.75,戴硕电子科技有限公司移动应用开发,台湾省天津市清城郑州街K座 578950,瑜市,陕西省,996204,中国,戴硕电子科技有限公司移动应用开发,张,帅,邮政EMS
203,GJ116,12,2025-03-31 05:17:32,2025-04-11 05:17:32,2025-04-01 05:17:32,8,343.52,良诺信息有限公司生物科技,云南省雷市东城巫街s座 382268,红市,海南省,562035,中国,良诺信息有限公司生物科技,曹,洁,天天快递
204,QU287,14,2025-10-26 01:51:19,2025-11-08 01:51:19,,4,150.68,戴硕电子科技有限公司移动应用开发,台湾省天津市清城郑州街K座 578950,瑜市,陕西省,996204,中国,戴硕电子科技有限公司移动应用开发,张,帅,圆通速递
205,CS287,2,2024-08-22 22:32:42,2024-09-02 22:32:42,,6,406.78,和泰网络有限公司电子商务,山东省台北市南湖刘路G座 282213,玲市,江苏省,453351,中国,和泰网络有限公司电子商务,江,凤兰,韵达快递
206,GC890,16,2024-10-08 08:57:07,2024-10-12 08:57:07,,7,12.31,创联世纪信息有限公司移动应用开发,云南省深圳县金平拉萨街l座 585241,福州县,四川省,101164,中国,创联世纪信息有限公司移动应用开发,李,玉珍,百世快递
207,GJ116,13,2026-06-03 09:05:16,2026-06-06 09:05:16,2026-06-07 09:05:16,7,254.12,良诺信息有限公司生物科技,云南省雷市东城巫街s座 382268,红市,海南省,562035,中国,良诺信息有限公司生物科技,曲,桂花,百世快递
208,ZF801,15,2026-01-02 16:06:21,2026-01-14 16:06:21,,2,379.96,易动力科技有限公司科技公司,北京市佛山县合川香港街U座 292593,沈阳县,广西壮族自治区,104016,中国,易动力科技有限公司科技公司,徐,艳,京东物流
209,OA831,19,2025-02-11 02:19:40,2025-02-15 02:19:40,2025-02-15 02:19:40,2,303.7,华泰通安科技有限公司网络安全,香港特别行政区桂兰市城东傅路b座 111143,玉梅市,台湾省,529077,中国,华泰通安科技有限公司网络安全,田,桂荣,京东物流
210,WB209,9,2026-01-27 00:08:50,2026-02-04 00:08:50,2026-01-31 00:08:50,1,334.67,维涛传媒有限公司云计算,内蒙古自治区上海市海陵武汉路o座 271535,秀华县,宁夏回族自治区,490120,中国,维涛传媒有限公司云计算,王,雪,顺丰速运
211,FJ947,11,2024-08-13 09:52:49,2024-08-23 09:52:49,2024-08-17 09:52:49,1,274.78,浙大万朋信息有限公司生物科技,海南省巢湖市徐汇成都街E座 239900,鑫市,内蒙古自治区,548115,中国,浙大万朋信息有限公司生物科技,张,丹丹,顺丰速运
212,AW347,5,2026-01-30 00:08:01,2026-02-12 00:08:01,,3,14.12,鸿睿思博传媒有限公司智能科技,浙江省柳州县安次李路G座 326030,武汉市,广西壮族自治区,986110,中国,鸿睿思博传媒有限公司智能科技,林,峰,中通快递
213,GL926,7,2025-03-09 04:20:35,2025-03-20 04:20:35,2025-03-10 04:20:35,6,423.18,时空盒数字传媒有限公司大数据分析,湖北省梧州县锡山周路M座 618236,巢湖市,贵州省,903078,中国,时空盒数字传媒有限公司大数据分析,张,刚,韵达快递
214,PV664,15,2025-01-01 03:20:12,2025-01-13 03:20:12,2025-01-02 03:20:12,3,47.32,毕博诚信息有限公司信息技术,天津市颖县华龙武街i座 729878,柳州县,贵州省,534760,中国,毕博诚信息有限公司信息技术,徐,艳,中通快递
215,GC846,2,2025-06-19 08:05:46,2025-06-27 08:05:46,,3,249.56,明腾科技有限公司区块链技术,河南省志强县城东杨路A座 853694,石家庄市,安徽省,450779,中国,明腾科技有限公司区块链技术,江,凤兰,中通快递
216,ZU351,6,2025-11-01 04:28:12,2025-11-11 04:28:12,2025-11-06 04:28:12,8,167.5,银嘉科技有限公司科技公司,山东省深圳县孝南黄街c座 290750,秀荣市,宁夏回族自治区,662554,中国,银嘉科技有限公司科技公司,彭,桂荣,天天快递
217,MZ379,1,2025-12-07 17:13:47,2025-12-15 17:13:47,2025-12-12 17:13:47,10,211.36,联软传媒有限公司区块链技术,台湾省深圳市牧野李街L座 325753,慧县,山东省,556597,中国,联软传媒有限公司区块链技术,王,建平,邮政EMS
218,ZV584,15,2026-05-31 01:45:52,2026-06-05 01:45:52,,5,440.27,维旺明科技有限公司大数据分析,山东省雷县涪城王路f座 739633,杭州市,福建省,105798,中国,维旺明科技有限公司大数据分析,徐,艳,申通快递
219,DX151,10,2024-09-09 12:37:23,2024-09-17 12:37:23,2024-09-14 12:37:23,7,419.71,易动力信息有限公司物联网,辽宁省嘉禾县沈河六安街A座 771273,佛山县,贵州省,255410,中国,易动力信息有限公司物联网,林,磊,百世快递
220,ZF061,4,2025-08-27 23:46:08,2025-09-05 23:46:08,2025-08-28 23:46:08,1,55.33,维旺明信息有限公司人工智能,安徽省东莞市静安银川街g座 149650,坤县,山西省,734784,中国,维旺明信息有限公司人工智能,赵,晨,顺丰速运
221,PL616,10,2024-08-31 08:48:28,2024-09-06 08:48:28,2024-09-02 08:48:28,6,25.45,巨奥网络有限公司金融科技,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,巨奥网络有限公司金融科技,林,磊,韵达快递
222,KM929,3,2024-09-22 18:17:56,2024-09-30 18:17:56,2024-09-25 18:17:56,8,456.31,迪摩科技有限公司电子商务,吉林省香港市白云沈街W座 138703,福州县,海南省,133740,中国,迪摩科技有限公司电子商务,王,斌,天天快递
223,BF338,15,2026-05-17 23:46:15,2026-05-30 23:46:15,2026-05-18 23:46:15,7,121.2,天开网络有限公司金融科技,广东省长沙市黄浦荆门街a座 399073,南宁市,台湾省,787111,中国,天开网络有限公司金融科技,徐,艳,百世快递
224,TB616,3,2024-06-20 13:31:09,2024-07-02 13:31:09,2024-06-21 13:31:09,3,125.52,晖来计算机网络有限公司虚拟现实,湖北省银川县长寿佛山街w座 577399,梅县,新疆维吾尔自治区,509148,中国,晖来计算机网络有限公司虚拟现实,王,斌,中通快递
225,CS287,2,2026-01-21 02:08:36,2026-01-29 02:08:36,2026-01-24 02:08:36,10,277.63,和泰网络有限公司电子商务,山东省台北市南湖刘路G座 282213,玲市,江苏省,453351,中国,和泰网络有限公司电子商务,江,凤兰,邮政EMS
226,CA470,8,2024-12-23 04:52:35,2024-12-29 04:52:35,2024-12-27 04:52:35,8,495.05,南康传媒有限公司生物科技,广西壮族自治区汕尾县兴山王街m座 315775,贵阳市,吉林省,458093,中国,南康传媒有限公司生物科技,王,倩,天天快递
227,WQ849,9,2026-05-31 04:13:59,2026-06-04 04:13:59,2026-06-03 04:13:59,2,151.13,开发区世创科技有限公司科技公司,浙江省香港县翔安潮州街E座 459811,嘉禾市,黑龙江省,948902,中国,开发区世创科技有限公司科技公司,王,雪,京东物流
228,WW556,17,2025-06-15 21:37:47,2025-06-24 21:37:47,2025-06-18 21:37:47,9,443.65,商软冠联网络有限公司信息技术,福建省兴城县白云赵街c座 153695,梅市,海南省,737913,中国,商软冠联网络有限公司信息技术,陈,杨,德邦物流
229,DW607,4,2025-10-28 22:43:03,2025-11-06 22:43:03,2025-10-29 22:43:03,8,71.77,银嘉网络有限公司云计算,四川省秀华县金平合山街C座 522476,杨县,江苏省,112129,中国,银嘉网络有限公司云计算,赵,晨,天天快递
230,BP732,3,2026-03-15 18:43:23,2026-03-22 18:43:23,2026-03-16 18:43:23,2,380.42,南康网络有限公司互联网服务,天津市潜江县沈河太原路A座 620715,敏市,福建省,403615,中国,南康网络有限公司互联网服务,王,斌,京东物流
231,NQ176,13,2024-09-09 08:56:19,2024-09-22 08:56:19,2024-09-10 08:56:19,7,197.81,图龙信息传媒有限公司数字科技,天津市梧州市安次彭路t座 336734,南昌市,江西省,117022,中国,图龙信息传媒有限公司数字科技,曲,桂花,百世快递
232,WN094,16,2024-06-28 03:21:52,2024-07-02 03:21:52,2024-07-02 03:21:52,5,273.96,菊风公司传媒有限公司数字科技,广东省哈尔滨市高坪王路l座 274673,秀梅市,黑龙江省,610381,中国,菊风公司传媒有限公司数字科技,李,玉珍,申通快递
233,QL573,8,2025-09-12 22:34:39,2025-09-25 22:34:39,2025-09-14 22:34:39,3,203.94,维涛科技有限公司网络安全,西藏自治区亮市清浦王街I座 399560,永安市,贵州省,583598,中国,维涛科技有限公司网络安全,王,倩,中通快递
234,WY218,15,2025-07-10 13:31:15,2025-07-17 13:31:15,2025-07-11 13:31:15,7,238.17,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,徐,艳,百世快递
235,CZ861,1,2025-11-16 16:45:32,2025-11-20 16:45:32,2025-11-20 16:45:32,4,182.23,合联电子科技有限公司信息技术,辽宁省琴县高明北京街p座 129411,荣市,重庆市,992062,中国,合联电子科技有限公司信息技术,王,建平,圆通速递
236,OA831,19,2026-04-29 04:16:34,2026-05-12 04:16:34,2026-05-04 04:16:34,1,166.13,华泰通安科技有限公司网络安全,香港特别行政区桂兰市城东傅路b座 111143,玉梅市,台湾省,529077,中国,华泰通安科技有限公司网络安全,田,桂荣,顺丰速运
237,ZG109,3,2024-11-15 23:39:33,2024-11-27 23:39:33,2024-11-17 23:39:33,9,292.34,襄樊地球村网络有限公司智能科技,安徽省畅县房山郑路w座 157129,坤县,内蒙古自治区,951957,中国,襄樊地球村网络有限公司智能科技,王,斌,德邦物流
238,CC657,1,2024-07-29 11:20:13,2024-08-04 11:20:13,,3,130.43,昊嘉信息有限公司信息技术,天津市伟县清城何路W座 931319,军县,辽宁省,815449,中国,昊嘉信息有限公司信息技术,王,建平,中通快递
239,CA470,17,2024-06-30 04:56:26,2024-07-06 04:56:26,2024-07-05 04:56:26,8,319.81,南康传媒有限公司生物科技,广西壮族自治区汕尾县兴山王街m座 315775,贵阳市,吉林省,458093,中国,南康传媒有限公司生物科技,陈,杨,天天快递
240,NQ176,8,2024-06-18 17:22:51,2024-06-30 17:22:51,2024-06-20 17:22:51,1,293.86,图龙信息传媒有限公司数字科技,天津市梧州市安次彭路t座 336734,南昌市,江西省,117022,中国,图龙信息传媒有限公司数字科技,王,倩,顺丰速运
241,UY980,19,2026-04-18 06:27:02,2026-04-22 06:27:02,2026-04-21 06:27:02,1,89.2,兰金电子传媒有限公司生物科技,广西壮族自治区香港县六枝特郭路r座 722655,桂香县,广西壮族自治区,205167,中国,兰金电子传媒有限公司生物科技,田,桂荣,顺丰速运
242,UY980,13,2024-10-16 12:19:44,2024-10-21 12:19:44,2024-10-20 12:19:44,8,350.53,兰金电子传媒有限公司生物科技,广西壮族自治区香港县六枝特郭路r座 722655,桂香县,广西壮族自治区,205167,中国,兰金电子传媒有限公司生物科技,曲,桂花,天天快递
243,FC418,1,2025-12-03 17:26:30,2025-12-16 17:26:30,2025-12-08 17:26:30,6,114.32,网新恒天网络有限公司生物科技,山东省贵阳县上街蔡路H座 193448,秀珍县,湖南省,879752,中国,网新恒天网络有限公司生物科技,王,建平,韵达快递
244,ZG109,2,2025-06-24 23:04:07,2025-07-04 23:04:07,2025-06-28 23:04:07,3,406.84,襄樊地球村网络有限公司智能科技,安徽省畅县房山郑路w座 157129,坤县,内蒙古自治区,951957,中国,襄樊地球村网络有限公司智能科技,江,凤兰,中通快递
245,BF338,7,2026-01-24 07:55:45,2026-02-04 07:55:45,2026-01-27 07:55:45,8,460.96,天开网络有限公司金融科技,广东省长沙市黄浦荆门街a座 399073,南宁市,台湾省,787111,中国,天开网络有限公司金融科技,张,刚,天天快递
246,GR625,4,2025-01-21 00:24:01,2025-01-25 00:24:01,2025-01-25 00:24:01,5,396.71,明腾传媒有限公司互联网服务,澳门特别行政区呼和浩特市沈北新曲街v座 733015,邯郸市,天津市,144183,中国,明腾传媒有限公司互联网服务,赵,晨,申通快递
247,MG296,20,2024-11-25 15:51:03,2024-11-30 15:51:03,2024-11-27 15:51:03,9,180.06,浦华众城网络有限公司信息技术,台湾省倩县涪城陈街U座 719485,浩市,四川省,990712,中国,浦华众城网络有限公司信息技术,欧,娜,德邦物流
248,FB488,19,2025-08-13 05:36:08,2025-08-23 05:36:08,2025-08-16 05:36:08,5,220.81,方正科技科技有限公司互联网服务,新疆维吾尔自治区莉县牧野王路L座 235814,宁德市,湖南省,575121,中国,方正科技科技有限公司互联网服务,田,桂荣,申通快递
249,UY980,8,2025-10-08 15:38:29,2025-10-18 15:38:29,2025-10-12 15:38:29,8,481.81,兰金电子传媒有限公司生物科技,广西壮族自治区香港县六枝特郭路r座 722655,桂香县,广西壮族自治区,205167,中国,兰金电子传媒有限公司生物科技,王,倩,天天快递
250,GC846,9,2025-10-03 21:45:58,2025-10-12 21:45:58,2025-10-05 21:45:58,10,197.13,明腾科技有限公司区块链技术,河南省志强县城东杨路A座 853694,石家庄市,安徽省,450779,中国,明腾科技有限公司区块链技术,王,雪,邮政EMS
251,II746,1,2025-06-04 01:49:46,2025-06-12 01:49:46,2025-06-09 01:49:46,10,57.86,恩悌传媒有限公司虚拟现实,广西壮族自治区哈尔滨县房山辛集路N座 896046,南昌县,甘肃省,203154,中国,恩悌传媒有限公司虚拟现实,王,建平,邮政EMS
252,MZ379,14,2025-06-09 14:01:37,2025-06-14 14:01:37,2025-06-12 14:01:37,9,176.47,联软传媒有限公司区块链技术,台湾省深圳市牧野李街L座 325753,慧县,山东省,556597,中国,联软传媒有限公司区块链技术,张,帅,德邦物流
253,VZ702,15,2026-03-13 23:11:56,2026-03-16 23:11:56,2026-03-15 23:11:56,1,75.0,精芯网络有限公司互联网服务,河北省南京市翔安朱路w座 386632,马鞍山县,广东省,526423,中国,精芯网络有限公司互联网服务,徐,艳,顺丰速运
254,EI532,6,2025-12-03 22:48:31,2025-12-06 22:48:31,2025-12-05 22:48:31,3,113.98,七喜传媒有限公司人工智能,澳门特别行政区磊市门头沟柳州街Z座 473892,丽华县,西藏自治区,358472,中国,七喜传媒有限公司人工智能,彭,桂荣,中通快递
255,LU518,14,2025-02-20 15:10:24,2025-03-04 15:10:24,,2,434.89,易动力传媒有限公司生物科技,河南省贵阳县兴山广州路A座 729306,伟市,陕西省,802027,中国,易动力传媒有限公司生物科技,张,帅,京东物流
256,XA075,13,2025-07-14 03:18:48,2025-07-18 03:18:48,2025-07-17 03:18:48,9,309.9,网新恒天科技有限公司数字科技,青海省佛山县平山辽阳路l座 730177,秀梅县,山东省,267399,中国,网新恒天科技有限公司数字科技,曲,桂花,德邦物流
257,WY218,20,2024-11-30 08:00:11,2024-12-12 08:00:11,,5,378.67,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,欧,娜,申通快递
258,MR129,20,2025-04-09 13:34:34,2025-04-12 13:34:34,,1,440.53,太极信息有限公司互联网服务,江苏省六盘水县清浦黄街g座 440842,海门市,福建省,737845,中国,太极信息有限公司互联网服务,欧,娜,顺丰速运
259,AU710,5,2025-04-22 16:13:31,2025-04-30 16:13:31,2025-04-26 16:13:31,2,482.11,巨奥传媒有限公司信息技术,重庆市燕市安次哈尔滨街x座 404214,辛集市,广东省,406351,中国,巨奥传媒有限公司信息技术,林,峰,京东物流
260,DH200,19,2024-12-10 05:51:38,2024-12-21 05:51:38,2024-12-14 05:51:38,3,84.48,盟新传媒有限公司大数据分析,甘肃省红县涪城董路q座 904897,辽阳县,安徽省,428336,中国,盟新传媒有限公司大数据分析,田,桂荣,中通快递
261,GA851,2,2025-11-06 02:06:58,2025-11-14 02:06:58,2025-11-09 02:06:58,3,336.86,明腾传媒有限公司金融科技,天津市阜新县城东吴街m座 830793,齐齐哈尔县,香港特别行政区,636849,中国,明腾传媒有限公司金融科技,江,凤兰,中通快递
262,WW556,17,2025-05-06 13:59:55,2025-05-10 13:59:55,2025-05-11 13:59:55,2,77.03,商软冠联网络有限公司信息技术,福建省兴城县白云赵街c座 153695,梅市,海南省,737913,中国,商软冠联网络有限公司信息技术,陈,杨,京东物流
263,AU710,19,2025-11-12 00:13:44,2025-11-18 00:13:44,2025-11-15 00:13:44,2,459.02,巨奥传媒有限公司信息技术,重庆市燕市安次哈尔滨街x座 404214,辛集市,广东省,406351,中国,巨奥传媒有限公司信息技术,田,桂荣,京东物流
264,ZO854,7,2025-05-04 10:21:48,2025-05-10 10:21:48,2025-05-07 10:21:48,3,143.78,MBP软件科技有限公司信息技术,安徽省瑞市西夏高路i座 571615,丽华县,宁夏回族自治区,300387,中国,MBP软件科技有限公司信息技术,张,刚,中通快递
265,EU335,1,2026-01-02 11:47:47,2026-01-07 11:47:47,2026-01-06 11:47:47,7,280.44,济南亿次元网络有限公司科技公司,甘肃省红县白云巢湖路W座 992584,巢湖市,澳门特别行政区,219657,中国,济南亿次元网络有限公司科技公司,王,建平,百世快递
266,GC846,18,2025-03-26 13:32:22,2025-04-02 13:32:22,2025-03-30 13:32:22,5,40.66,明腾科技有限公司区块链技术,河南省志强县城东杨路A座 853694,石家庄市,安徽省,450779,中国,明腾科技有限公司区块链技术,薛,洋,申通快递
267,RG743,4,2024-07-24 17:18:47,2024-07-28 17:18:47,2024-07-27 17:18:47,5,114.32,快讯信息有限公司智能科技,山东省海口县龙潭杨街q座 232213,勇县,澳门特别行政区,384293,中国,快讯信息有限公司智能科技,赵,晨,申通快递
268,GC890,13,2024-12-04 23:49:36,2024-12-10 23:49:36,2024-12-07 23:49:36,9,369.65,创联世纪信息有限公司移动应用开发,云南省深圳县金平拉萨街l座 585241,福州县,四川省,101164,中国,创联世纪信息有限公司移动应用开发,曲,桂花,德邦物流
269,VC531,6,2025-01-13 00:21:57,2025-01-21 00:21:57,2025-01-17 00:21:57,8,434.63,九方传媒有限公司生物科技,江西省玉梅县城北韦路k座 920415,六盘水市,西藏自治区,774096,中国,九方传媒有限公司生物科技,彭,桂荣,天天快递
270,QL573,4,2026-04-14 23:47:17,2026-04-27 23:47:17,2026-04-15 23:47:17,9,148.43,维涛科技有限公司网络安全,西藏自治区亮市清浦王街I座 399560,永安市,贵州省,583598,中国,维涛科技有限公司网络安全,赵,晨,德邦物流
271,EA575,6,2025-08-28 18:56:53,2025-09-09 18:56:53,2025-08-31 18:56:53,3,165.2,襄樊地球村信息有限公司物联网,云南省婷婷县高明王路e座 823469,丽娟市,四川省,603957,中国,襄樊地球村信息有限公司物联网,彭,桂荣,中通快递
272,WQ849,2,2024-06-19 04:38:39,2024-06-28 04:38:39,2024-06-21 04:38:39,7,315.01,开发区世创科技有限公司科技公司,浙江省香港县翔安潮州街E座 459811,嘉禾市,黑龙江省,948902,中国,开发区世创科技有限公司科技公司,江,凤兰,百世快递
273,MJ814,9,2025-07-27 12:21:27,2025-08-04 12:21:27,2025-08-01 12:21:27,2,479.64,毕博诚科技有限公司互联网服务,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,毕博诚科技有限公司互联网服务,王,雪,京东物流
274,XW046,6,2024-10-02 08:41:02,2024-10-09 08:41:02,2024-10-03 08:41:02,1,259.14,鑫博腾飞信息有限公司智能科技,安徽省杭州县新城潮州路U座 487852,兴安盟市,青海省,721718,中国,鑫博腾飞信息有限公司智能科技,彭,桂荣,顺丰速运
275,OA831,2,2026-04-16 17:26:43,2026-04-20 17:26:43,2026-04-21 17:26:43,8,104.76,华泰通安科技有限公司网络安全,香港特别行政区桂兰市城东傅路b座 111143,玉梅市,台湾省,529077,中国,华泰通安科技有限公司网络安全,江,凤兰,天天快递
276,XA075,9,2024-07-16 20:54:23,2024-07-20 20:54:23,2024-07-18 20:54:23,4,48.8,网新恒天科技有限公司数字科技,青海省佛山县平山辽阳路l座 730177,秀梅县,山东省,267399,中国,网新恒天科技有限公司数字科技,王,雪,圆通速递
277,FA862,6,2024-09-08 23:14:59,2024-09-13 23:14:59,2024-09-13 23:14:59,5,110.49,方正科技网络有限公司云计算,河北省乌鲁木齐县房山南路s座 690779,潮州县,福建省,956854,中国,方正科技网络有限公司云计算,彭,桂荣,申通快递
278,FA862,9,2024-12-27 21:37:51,2025-01-06 21:37:51,2025-01-01 21:37:51,8,21.81,方正科技网络有限公司云计算,河北省乌鲁木齐县房山南路s座 690779,潮州县,福建省,956854,中国,方正科技网络有限公司云计算,王,雪,天天快递
279,KM929,15,2025-06-24 00:10:32,2025-06-29 00:10:32,2025-06-28 00:10:32,2,321.91,迪摩科技有限公司电子商务,吉林省香港市白云沈街W座 138703,福州县,海南省,133740,中国,迪摩科技有限公司电子商务,徐,艳,京东物流
280,TW751,11,2025-09-05 05:26:06,2025-09-11 05:26:06,2025-09-08 05:26:06,2,324.72,图龙信息网络有限公司云计算,湖南省兰州县丰都张街B座 954217,宁德市,福建省,905170,中国,图龙信息网络有限公司云计算,张,丹丹,京东物流
281,BP732,5,2026-04-13 17:50:55,2026-04-27 17:50:55,2026-04-18 17:50:55,5,100.29,南康网络有限公司互联网服务,天津市潜江县沈河太原路A座 620715,敏市,福建省,403615,中国,南康网络有限公司互联网服务,林,峰,申通快递
282,PS740,17,2024-11-29 10:26:36,2024-12-13 10:26:36,2024-12-01 10:26:36,8,62.94,国讯科技有限公司金融科技,广东省俊县锡山海门路g座 967844,金凤市,江西省,230194,中国,国讯科技有限公司金融科技,陈,杨,天天快递
283,DX151,4,2024-12-05 12:33:36,2024-12-14 12:33:36,2024-12-09 12:33:36,4,347.98,易动力信息有限公司物联网,辽宁省嘉禾县沈河六安街A座 771273,佛山县,贵州省,255410,中国,易动力信息有限公司物联网,赵,晨,圆通速递
284,XO649,15,2025-07-11 08:41:40,2025-07-20 08:41:40,2025-07-14 08:41:40,10,53.78,晖来计算机传媒有限公司云计算,广东省娟市孝南辽阳路I座 278094,郑州县,江苏省,370443,中国,晖来计算机传媒有限公司云计算,徐,艳,邮政EMS
285,AK874,2,2025-08-27 13:39:00,2025-09-10 13:39:00,2025-08-29 13:39:00,1,382.62,昊嘉信息有限公司区块链技术,广东省莹县梁平李路D座 332586,雷市,天津市,614583,中国,昊嘉信息有限公司区块链技术,江,凤兰,顺丰速运
286,CS287,20,2025-05-17 10:39:14,2025-05-30 10:39:14,2025-05-21 10:39:14,10,293.82,和泰网络有限公司电子商务,山东省台北市南湖刘路G座 282213,玲市,江苏省,453351,中国,和泰网络有限公司电子商务,欧,娜,邮政EMS
287,KS630,6,2024-09-10 01:46:12,2024-09-19 01:46:12,2024-09-15 01:46:12,2,136.23,良诺信息有限公司网络安全,四川省西安市魏都邓路Q座 814705,潮州市,内蒙古自治区,453855,中国,良诺信息有限公司网络安全,彭,桂荣,京东物流
288,QU287,18,2025-11-13 20:56:00,2025-11-17 20:56:00,2025-11-14 20:56:00,8,420.08,戴硕电子科技有限公司移动应用开发,台湾省天津市清城郑州街K座 578950,瑜市,陕西省,996204,中国,戴硕电子科技有限公司移动应用开发,薛,洋,天天快递
289,ZO854,10,2024-12-22 10:55:40,2024-12-27 10:55:40,2024-12-23 10:55:40,10,65.54,MBP软件科技有限公司信息技术,安徽省瑞市西夏高路i座 571615,丽华县,宁夏回族自治区,300387,中国,MBP软件科技有限公司信息技术,林,磊,邮政EMS
290,FB488,9,2024-11-09 23:46:49,2024-11-20 23:46:49,2024-11-14 23:46:49,3,339.25,方正科技科技有限公司互联网服务,新疆维吾尔自治区莉县牧野王路L座 235814,宁德市,湖南省,575121,中国,方正科技科技有限公司互联网服务,王,雪,中通快递
291,WN094,4,2026-03-14 14:52:41,2026-03-24 14:52:41,2026-03-19 14:52:41,10,275.81,菊风公司传媒有限公司数字科技,广东省哈尔滨市高坪王路l座 274673,秀梅市,黑龙江省,610381,中国,菊风公司传媒有限公司数字科技,赵,晨,邮政EMS
292,VX147,17,2024-11-26 00:40:48,2024-11-30 00:40:48,2024-11-28 00:40:48,2,462.86,东方峻景传媒有限公司金融科技,江西省利市东城任街V座 970735,海门县,湖南省,667608,中国,东方峻景传媒有限公司金融科技,陈,杨,京东物流
293,WB890,4,2025-08-16 04:48:22,2025-08-23 04:48:22,2025-08-19 04:48:22,6,454.93,鑫博腾飞网络有限公司金融科技,河南省嘉禾市沙市陈路m座 407126,马鞍山市,江苏省,823492,中国,鑫博腾飞网络有限公司金融科技,赵,晨,韵达快递
294,RY548,13,2025-07-16 18:44:58,2025-07-20 18:44:58,2025-07-19 18:44:58,8,227.96,易动力信息有限公司网络安全,青海省宜都县合川朱路g座 383744,斌县,江西省,652523,中国,易动力信息有限公司网络安全,曲,桂花,天天快递
295,CS287,7,2025-06-11 17:00:44,2025-06-19 17:00:44,2025-06-12 17:00:44,10,199.35,和泰网络有限公司电子商务,山东省台北市南湖刘路G座 282213,玲市,江苏省,453351,中国,和泰网络有限公司电子商务,张,刚,邮政EMS
296,FN522,13,2025-04-20 11:47:46,2025-05-03 11:47:46,2025-04-22 11:47:46,4,35.76,新宇龙信息科技有限公司电子商务,宁夏回族自治区大冶市梁平鲁路j座 404484,磊县,辽宁省,988357,中国,新宇龙信息科技有限公司电子商务,曲,桂花,圆通速递
297,UY980,2,2025-09-30 11:36:26,2025-10-12 11:36:26,2025-10-03 11:36:26,6,138.94,兰金电子传媒有限公司生物科技,广西壮族自治区香港县六枝特郭路r座 722655,桂香县,广西壮族自治区,205167,中国,兰金电子传媒有限公司生物科技,江,凤兰,韵达快递
298,EK253,5,2026-03-01 09:47:12,2026-03-15 09:47:12,2026-03-02 09:47:12,8,70.01,兰金电子科技有限公司区块链技术,吉林省齐齐哈尔县沈河深圳街p座 109059,南昌市,台湾省,701156,中国,兰金电子科技有限公司区块链技术,林,峰,天天快递
299,WY218,7,2026-03-12 00:00:05,2026-03-19 00:00:05,2026-03-16 00:00:05,3,347.85,飞海科技传媒有限公司信息技术,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,飞海科技传媒有限公司信息技术,张,刚,中通快递
300,ZV584,16,2024-10-06 12:27:05,2024-10-19 12:27:05,2024-10-10 12:27:05,4,168.63,维旺明科技有限公司大数据分析,山东省雷县涪城王路f座 739633,杭州市,福建省,105798,中国,维旺明科技有限公司大数据分析,李,玉珍,圆通速递
301,JT617,9,2025-03-17 22:25:53,2025-03-23 22:25:53,2025-03-21 22:25:53,3,131.82,时空盒数字信息有限公司智能科技,山东省巢湖县清浦缪街U座 742478,郑州县,陕西省,364545,中国,时空盒数字信息有限公司智能科技,王,雪,中通快递
302,GC846,18,2024-10-08 20:55:06,2024-10-20 20:55:06,2024-10-12 20:55:06,3,333.43,明腾科技有限公司区块链技术,河南省志强县城东杨路A座 853694,石家庄市,安徽省,450779,中国,明腾科技有限公司区块链技术,薛,洋,中通快递
303,PJ659,9,2025-04-05 10:46:16,2025-04-12 10:46:16,,5,273.3,超艺网络有限公司人工智能,四川省梅市高明潮州路u座 815912,武汉市,四川省,103035,中国,超艺网络有限公司人工智能,王,雪,申通快递
304,WQ849,11,2026-04-12 12:39:29,2026-04-20 12:39:29,2026-04-16 12:39:29,9,62.54,开发区世创科技有限公司科技公司,浙江省香港县翔安潮州街E座 459811,嘉禾市,黑龙江省,948902,中国,开发区世创科技有限公司科技公司,张,丹丹,德邦物流
